,Polygon,Overpass
626,"['158.1787274176396,76.05776050592449', '153.696858464721,76.83635994438038', '146.3984169020572,73.75838177374261', '141.3260785366162,70.52148255974596', '137.5852085208325,67.19235042357488', '134.6868402783248,63.80524277530216', '132.3491036059573,60.37917444218061', '130.4005587923661,56.92541041860321', '128.7316755904513,53.45101548686746', '127.2694985789562,49.96063736396377', '125.9636397473466,46.45747087648578', '124.7781808038496,42.94380631729581', '123.6867924964344,39.42135588265958', '122.669682023502,35.89145561341996', '121.7116199061626,32.35519436518184', '120.800626228661,28.81349831761635', '119.9270672912903,25.26718768532875', '119.0830312508362,21.71701464914829', '118.2618842675982,18.16368891387056', '117.4579122342638,14.60789668958563', '116.6660758344548,11.05031229288565', '115.8818099814166,7.491606385760146', '115.1008598664682,3.932451596803749', '114.3191404468441,0.3735265152866789', '113.5326091545417,-3.184481125460931', '112.7371432779659,-6.740871345016198', '112.2180859647234,-9.030174544751658', '113.5013856671555,-9.316496274362949', '114.7868696553735,-9.598239650412181', '115.2898732400816,-7.307398575859071', '116.0688835558557,-3.74935676154016', '116.8490361417538,-0.1905563779116473', '117.6343637025585,3.368316009913638', '118.4289919312804,6.926556294649076', '119.2372658730782,10.48343909518924', '120.0638885850312,14.03821259842735', '120.9140815014858,17.59009107712011', '121.7937782563203,21.13824396584002', '122.7098675094828,24.68178002554169', '123.6705014250615,28.21972475622999', '124.6855199528072,31.75098764213874', '125.767009244648,35.27431550002105', '126.9300738659763,38.7882256660168', '128.1939344579617,42.29090868879109', '129.5835088364779,45.78008497588474', '131.1317461422786,49.25278936050574', '132.8831578498207,52.7050395521748', '134.8993005277113,56.13131132334137', '137.2675267098524,59.52368037038796', '140.1153464137807,62.87036679811381', '143.6345646026342,66.1531706115528', '148.1226656693479,69.34272811504987', '154.052121743331,72.38948764485922', '162.1739058391676,75.20618177171413', '158.1787274176396,76.05776050592449']",2020-04-10
627,"['141.7112758659147,78.16347887838406', '136.9838335979192,79.08039305260496', '126.7764713224544,76.222829675829', '120.0387537230609,73.1041347521996', '115.2951471686811,69.84431877648878', '111.7582226323547,66.50115898386969', '108.9932818776655,63.10483299454989', '106.7468930827749,59.67233253973531', '104.8632249382263,56.21385432471717', '103.2418366326645,52.73585678684523', '101.8152981695818,49.24262835375594', '100.5367109904806,45.73714318149926', '99.37244140767336,42.22155164536687', '98.29772685135552,38.69747373037981', '97.29384529576389,35.16618608642507', '96.34632465486382,31.62873846518711', '95.44373006817426,28.08603141279041', '94.57682973186866,24.53886835692168', '93.73800631453744,20.9879909576038', '92.92083100791106,17.43410324620814', '92.11974702114311,13.87788811388739', '91.3298273854344,10.32001853036791', '90.62003302387721,7.095721700664182', '91.89339349250712,6.814926943347788', '93.16518509112348,6.530817474776497', '93.89522069232237,9.753597641604451', '94.71767212450402,13.30886686444616', '95.5625695960868,16.86140556238425', '96.4356826014532,20.41039350916545', '97.3436808630882,23.95495355363383', '98.29443107006755,27.49413047816981', '99.29738764970203,31.02686073690152', '100.3641193275737,34.55192918605071', '101.5090339911672,38.06790696458739', '102.7503977706012,41.57306150130064', '104.1117988633783,45.0652243203654', '105.624285357051,48.54159452412677', '107.3296306996239,51.99843348708438', '109.2853168359787,55.43058939590434', '111.572460540393,58.83072441589014', '114.3087625805041,62.18801248683827', '117.6701921277301,65.48586022140184', '121.9279754381203,68.69774719408969', '127.5112499034275,71.77933313532287', '135.1044389290829,74.65314483421376', '145.744650411604,77.17989859666905', '141.7112758659147,78.16347887838406']",2020-04-10
628,"['75.27081312328251,-52.78993609938457', '73.19315504105441,-52.39402842597653', '72.61351835455891,-53.44611861951796', '74.73990264185706,-53.84953226069095', '76.90632758385164,-54.21474877839714', '77.38545593457249,-53.14901135908337', '75.27081312328251,-52.78993609938457']",2020-04-10
629,"['114.0396790870933,77.65167951878775', '109.3443412071026,78.52999597637832', '100.0119145378295,75.60437119163439', '93.77041724465633,72.45004854583807', '89.32101645302818,69.1698127417898', '85.9686921403123,65.81396076243796', '83.32569637989154,62.40918785551186', '81.1634421270965,58.97073283002519', '79.33992623685846,55.50785005630047', '77.7628135880268,52.02646035041521', '76.36964452799676,48.53053086824188', '75.11669766481049,45.02283611020998', '73.97243683881592,41.50539928930595', '72.91349912414231,37.97975945753281', '71.92215041323838,34.44713905029358', '70.98462014303179,30.90855209724204', '70.08996853636603,27.36487634976214', '69.22934476141683,23.81689961600582', '68.46570277833254,20.56860026997682', '69.81351352094393,20.28523847365303', '71.15611031937847,19.99165083213209', '71.98098471872457,23.23439617167435', '72.92233527696376,26.77474997926845', '73.91381696912261,30.30888403150008', '74.96651094649975,33.83561868193064', '76.09418138614241,37.35357465993805', '77.31420811824577,40.86109031844292', '78.64894921907491,44.35609938642745', '80.12772600521292,47.83594904811615', '81.78979546278259,51.2971228236817', '83.68891581143649,54.73480715625924', '85.9005510565773,58.1421924237689', '88.53356197010766,61.50930553721693', '91.74969373865896,64.82098298734179', '95.79671608336322,68.05320581171461', '101.0649088785175,71.16618506305045', '108.177474330868,74.0909775125602', '118.0971059035445,76.70402863409464', '114.0396790870933,77.65167951878775']",2020-04-10
630,"['53.02723329820777,-46.03042277244609', '51.20504050595557,-45.67221316465863', '50.74993924818854,-46.73721030470747', '52.60702975008906,-47.10040361582549', '54.48908366790852,-47.43326976402207', '54.87273259036699,-46.35939514995839', '53.02723329820777,-46.03042277244609']",2020-04-10
631,"['104.6229805314468,80.05349304649712', '100.2925956748717,81.1541235862037', '85.0243522316194,78.72906105656878', '75.3906351184301,75.82668804320335', '68.97799769039565,72.68461035536045', '64.42674944848325,69.41143379720982', '61.01030261096456,66.05998955017329', '58.32482840966042,62.65816106163712', '56.13315434211901,59.22179278590122', '54.28855864700587,55.76045801914366', '52.69590235249723,52.28026331172853', '51.29100160419208,48.78528713323887', '50.02903281546453,45.2783731278755', '48.87773134746163,41.76158863000998', '47.81323884697073,38.23650137684997', '46.81747601652752,34.70435265340849', '45.87642687519518,31.16616890553118', '44.9789856355541,27.62283540875693', '44.11615641087603,24.07514599032267', '43.2804966062966,20.52383633191966', '42.46571702230464,16.96960643430825', '41.66635550214971,13.41313738567644', '40.87755224173991,9.855101511247682', '40.09486325192804,6.296169607103622', '39.31410556717195,2.73701591516278', '38.53122220748925,-0.8216782402452572', '37.74215736007584,-4.379221375284071', '36.94273355029513,-7.934908611447967', '36.12852292553912,-11.48801755982853', '35.29470556860028,-15.03780213748818', '34.4359014929649,-18.5834851883025', '33.54596464887658,-22.12424577012195', '32.61772824086018,-25.65920125389827', '31.64267103312165,-29.18738248259783', '31.29752289361313,-30.38934014184676', '32.7742288013792,-30.70106668817704', '34.26056981024594,-30.996041155777', '34.56920558949151,-29.79030717894559', '35.44878185914973,-26.25245499816709', '36.29718667502551,-22.7096409019277', '37.12129769352325,-19.16254946383028', '37.92699795830264,-15.61184241790986', '38.71944872054315,-12.05817199995964', '39.50329356790341,-8.502190090079088', '40.28282614955764,-4.9445544844511', '41.06214611318951,-1.38593309813528', '41.84528233358992,2.172992695111252', '42.63631554205349,5.731525048723439', '43.43950243165079,9.288946214125739', '44.25940921752813,12.84451395377577', '45.10106354335645,16.3974549511053', '45.97013555991944,19.9469551857077', '46.87316223758874,23.49214594031171', '47.81782966630557,27.03208378080022', '48.8133580826012,30.56572153743042', '49.87100555144536,34.09186692830102', '51.00475854617505,37.60912346791568', '52.23230728060914,41.11580474736176', '53.57644012669996,44.60980883858503', '55.06708611539807,48.08843086557661', '56.74437894431981,51.54807698843394', '58.66337223355349,54.98381614119506', '60.90149528727326,58.38865535741425', '63.57067627082279,61.75232619323789', '66.83755447060344,65.05917635615387', '70.95804710051759,68.28432116674865', '76.33589005963317,71.38640790004396', '83.61561674694096,74.29356956025076', '93.78676340893239,76.87683399368152', '108.0822601352034,78.90865255135712', '104.6229805314468,80.05349304649712']",2020-04-10
632,"['101.7053107612128,81.36867249958006', '100.0797270429821,82.65666801156053', '76.19770656302003,81.26692172582038', '60.52469349242122,78.88002083826419', '50.65133428736519,75.99628133553617', '44.10278710863488,72.86396042445139', '39.47094584234852,69.59637748220308', '36.00391508850464,66.24841151774976', '33.28501693056445,62.84889854654324', '31.07031711062606,59.41415893083537', '29.20925969848335,55.95402912914629', '27.60448695947873,52.47476269674534', '26.19044132939609,48.98052695513453', '24.9214335685058,45.47421957336388', '23.76464307712592,41.95794127489761', '22.69582225642871,38.43328244486493', '21.69662097370554,34.90149925273238', '20.75283091127388,31.36362795725289', '19.85320743609641,27.8205602645632', '18.98865764332209,24.27309390733449', '18.15166636323366,20.72196699512959', '17.33587997441896,17.16788147537229', '16.5357965053873,13.61151915579699', '15.74652263200743,10.05355304692429', '14.96360134682234,6.494653601657313', '14.1828410463905,2.935494618669376', '13.40018104126585,-0.6232430505042497', '12.61156865473349,-4.180868570445147', '11.81283649178591,-7.736677914121962', '10.99957426492064,-11.28994981607712', '10.16698683701555,-14.83994009977856', '9.309728753649912,-18.38587345180549', '9.204790201127995,-18.81160567802458', '10.54695847039466,-19.10617969664838', '11.89403341017789,-19.3910364376511', '11.99183999083396,-18.96462500535379', '12.79667709964676,-15.41373552505272', '13.58853049000359,-11.85991898049009', '14.37202047520888,-8.303827478065985', '15.1514317641127,-4.746119228684394', '15.9308567214639,-1.187462805891757', '16.71432388738732,2.371459582459287', '17.50592048102794,5.929949075614682', '18.3099168155301,9.487286686369506', '19.13090031017576,13.04272862318884', '19.97392707237178,16.59549958908756', '20.84470909719525,20.14478297829256', '21.74983936934608,23.6897065469659', '22.69708277465674,27.22932184668095', '23.69575858700727,30.76257476157274', '24.75725500977071,34.28826338513316', '25.8957363807784,37.80497757576004', '27.12913585417176,41.31101146459856', '28.48057896596963,44.80423508877534', '29.980471526449,48.2819026106985', '31.66962488481632,51.74036049051097', '33.60410930679313,55.17458568111677', '35.86291044545222,58.57743985838123', '38.5603773466637,61.93842115357268', '41.86707694844235,65.24148096459483', '46.04532431223273,68.46105317859052', '51.50949689547723,71.55453938526227', '58.92091295975202,74.44773601733996', '69.28955073927085,77.00736195307236', '83.84497376389724,78.99917203736696', '102.9104495148949,80.07600930086367', '101.7053107612128,81.36867249958006']",2020-04-10
633,"['82.71656825261275,81.46824969224205', '82.14458032138271,82.77344833557018', '56.37770889903523,81.74748205160825', '38.71447439553624,79.55839503814285', '32.671892599577,78.24791986415428', '37.34114020473668,77.38808394386479', '41.40017321708901,76.45788580037058', '47.42508492158481,77.58800930180189', '63.20009366665136,79.37992229274441', '83.13757783958886,80.16284594103072', '82.71656825261275,81.46824969224205']",2020-04-10
634,"['23.6904670188933,72.71691270020064', '19.77766795201223,73.3523899087449', '14.9136561796538,70.10095530722768', '11.30175513651643,66.76295188131289', '8.487605329804998,63.37002856242214', '6.207451614184693,59.9399091298352', '4.299751744718884,56.48318116426633', '2.660739639200637,53.00652450798214', '1.220958213990006,49.51435914373564', '-0.06776949418797433,46.00973984522079', '-1.239926044449485,42.49486895483751', '-2.320861658523087,38.97140090507583', '-3.329681164814595,35.44063329145072', '-4.281137242112352,31.90363030612508', '-5.18686688386104,28.36130196243446', '-6.056249367850112,24.8144577970996', '-6.897010459088654,21.26384329048497', '-7.715658784749921,17.71016472946396', '-8.517809404564462,14.15410619296631', '-9.308430807128884,10.59634111333896', '-10.09203991507065,7.037540117249256', '-10.72455080805755,4.154555592748917', '-9.45707861113714,3.873411841085329', '-8.190490588208784,3.590388547975845', '-7.547179544388985,6.47265674160467', '-6.740897745293168,10.02975395603557', '-5.916893643804665,13.58483948092905', '-5.070021916711324,17.13713245956281', '-4.194452141820261,20.68580883769026', '-3.283433274494349,24.22998625298651', '-2.328990765360673,27.7687022931045', '-1.32152694545901,31.30088338268733', '-0.2492816458775459,34.82530029081475', '0.9024115421583042,38.34050422231623', '2.152172594490968,41.84473414845142', '3.52407377100094,45.33578124819385', '5.049871079673012,48.8107837478763', '6.772352988168644,52.26591282011723', '8.750499826244219,55.69587996510275', '11.06772188677757,59.09313210018715', '13.84532104487066,62.44649389143586', '17.26508258341178,65.73878321381581', '21.60783876201137,68.94244498588957', '27.31861712900577,72.01124502699972', '23.6904670188933,72.71691270020064']",2020-04-10
635,"['-26.99838862671775,-55.7922708195884', '-29.22158646847135,-55.37364425021999', '-31.49925903182659,-58.76021672101513', '-32.02700156903016,-59.46358821910383', '-29.56015805111574,-59.92228694594945', '-27.02701192654628,-60.33379234839838', '-26.59555595831413,-59.6160295403902', '-24.7285948769531,-56.17005182772763', '-26.99838862671775,-55.7922708195884']",2020-04-10
636,"['61.54648702756195,81.48085383693535', '61.6779814124489,82.78826729090707', '34.94049680472455,82.01523577798049', '15.91830255786337,79.97282499174189', '4.993702543736053,77.56760660281776', '9.581659493862622,76.74910306736081', '13.62223667533873,75.85852046295435', '24.52556421515778,77.93755865986945', '41.08199212324917,79.5884011297093', '61.44979098897667,80.17382003725288', '61.54648702756195,81.48085383693535']",2020-04-10
637,"['-4.430786874403114,71.10969197476032', '-8.090788602099831,71.69623655560348', '-9.759093238601553,70.49374468754319', '-6.268219774773575,69.93738007868916', '-2.969326266341888,69.31635230461444', '-0.9961535151416875,70.45604075793497', '-4.430786874403114,71.10969197476032']",2020-04-10
638,"['-10.81074777772691,66.29782925091217', '-13.85548348252046,66.78170928296828', '-16.67321638937865,63.38903343681774', '-17.04251373312574,62.87990116581912', '-14.36178660495062,62.44916575303346', '-11.7623306160918,61.96866251125576', '-11.3124478809857,62.4650119694695', '-7.888443513430219,65.75689700033492', '-10.81074777772691,66.29782925091217']",2020-04-10
639,"['-25.33451546862096,40.33724921522718', '-26.9925107473271,40.64532969015937', '-28.03348417920555,37.1178821965888', '-28.18280192680456,36.5915744429316', '-26.61423189604605,36.29167431535527', '-25.05845565465916,35.97152864247771', '-24.88821894309722,36.49556940983984', '-23.69258599092142,40.00580670009362', '-25.33451546862096,40.33724921522718']",2020-04-10
